university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,wikidata_entity,wikidata_country,award,city_id,country_id,region_id,research_output_id
Zayed University,2019,701-750,,https://www.topuniversities.com/universities/zayed-university,United Arab Emirates,Dubai,Asia,https://www.topuniversities.com/sites/default/files/zayed-university_592560cf2aeae70239af4f36_small.jpg,Public,High,11.0,145,M,634,http://www.wikidata.org/entity/Q8067559,http://www.wikidata.org/entity/Q878,2019:701-750,CityDubaiUnitedArabEmirates,CountryUnitedArabEmirates,RegionAsia,High
Airlangga University,2019,751-800,,https://www.topuniversities.com/universities/airlangga-university,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/airlangga-university_592560cf2aeae70239af4a90_small.jpg,Public,High,9.0,495,L,2.983,http://www.wikidata.org/entity/Q1494353,http://www.wikidata.org/entity/Q252,2019:751-800,CitySurabayaIndonesia,CountryIndonesia,RegionAsia,High
Anna University,2019,751-800,,https://www.topuniversities.com/universities/anna-university,India,Chennai,Asia,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,Public,Very High,21.0,197,L,730,http://www.wikidata.org/entity/Q4767563,http://www.wikidata.org/entity/Q668,2019:751-800,CityChennaiIndia,CountryIndia,RegionAsia,VeryHigh
Beijing Foreign Studies University,2019,751-800,,https://www.topuniversities.com/universities/beijing-foreign-studies-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-foreign-studies-university_2020_small.jpg,Public,Very High,11.0,1.559,M,923,http://www.wikidata.org/entity/Q1144682,http://www.wikidata.org/entity/Q148,2019:751-800,CityBeijingChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
Beijing Jiaotong University,2019,751-800,,https://www.topuniversities.com/universities/beijing-jiaotong-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg,Public,Very High,13.0,2.504,L,2.111,http://www.wikidata.org/entity/Q4587760,http://www.wikidata.org/entity/Q148,2019:751-800,CityBeijingChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
Beijing University of Technology,2019,751-800,,https://www.topuniversities.com/universities/beijing-university-technology,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-technology_2012_small.jpg,Public,Very High,10.0,785,L,2.411,http://www.wikidata.org/entity/Q1674548,http://www.wikidata.org/entity/Q148,2019:751-800,CityBeijingChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
Comenius University in Bratislava,2019,751-800,,https://www.topuniversities.com/universities/comenius-university-bratislava,Slovakia,Bratislava,Europe,https://www.topuniversities.com/sites/default/files/comenius-university-in-bratislava_592560cf2aeae70239af5370_small.jpg,Public,Very High,9.0,2.891,L,2.393,http://www.wikidata.org/entity/Q31392,http://www.wikidata.org/entity/Q214,2019:751-800,CityBratislavaSlovakia,CountrySlovakia,RegionEurope,VeryHigh
COMSATS University Islamabad,2019,751-800,,https://www.topuniversities.com/universities/comsats-university-islamabad,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg,Public,Very High,15.0,417,XL,"2,264",http://www.wikidata.org/entity/Q5013372,http://www.wikidata.org/entity/Q843,2019:751-800,CityIslamabadPakistan,CountryPakistan,RegionAsia,VeryHigh
Technological University Dublin,2019,751-800,,https://www.topuniversities.com/universities/technological-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg,Public,High,15.0,4.118,L,1.445,http://www.wikidata.org/entity/Q55619051,http://www.wikidata.org/entity/Q27,2019:751-800,CityDublinIreland,CountryIreland,RegionEurope,High
Edith Cowan University ,2019,751-800,,https://www.topuniversities.com/universities/edith-cowan-university,Australia,Joondalup,Oceania,https://www.topuniversities.com/sites/default/files/edith-cowan-university_841_small.jpg,Public,Very High,18.0,4.815,L,863,http://www.wikidata.org/entity/Q1284960,http://www.wikidata.org/entity/Q408,2019:751-800,CityJoondalupAustralia,CountryAustralia,RegionOceania,VeryHigh
German Jordanian University,2019,751-800,,https://www.topuniversities.com/universities/german-jordanian-university,Jordan,,Asia,https://www.topuniversities.com/sites/default/files/german-jordanian-university_592560e29988f300e2321333_small.jpg,Public,Very High,13.0,537,S,357,http://www.wikidata.org/entity/Q322668,http://www.wikidata.org/entity/Q810,2019:751-800,CityJordan,CountryJordan,RegionAsia,VeryHigh
Jamia Millia Islamia,2019,751-800,,https://www.topuniversities.com/universities/jamia-millia-islamia,India,,Asia,https://www.topuniversities.com/sites/default/files/jamia-millia-islamia-new-delhi_592560e19988f300e2320f1d_small.jpg,Public,Very High,9.0,259,M,935,http://www.wikidata.org/entity/Q2340211,http://www.wikidata.org/entity/Q668,2019:751-800,CityIndia,CountryIndia,RegionAsia,VeryHigh
Kansas State University ,2019,751-800,,https://www.topuniversities.com/universities/kansas-state-university,United States,Manhattan,North America,https://www.topuniversities.com/sites/default/files/kansas-state-university_1912_small.jpg,Public,Very High,14.0,1.481,L,1.371,http://www.wikidata.org/entity/Q31249,http://www.wikidata.org/entity/Q30,2019:751-800,CityManhattanUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Karaganda State Technical University,2019,751-800,,https://www.topuniversities.com/universities/karaganda-state-technical-university,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/karaganda-state-technical-university_14129_small.jpg,Public,High,6.0,430,M,1.052,http://www.wikidata.org/entity/Q4213691,http://www.wikidata.org/entity/Q232,2019:751-800,CityKaragandaKazakhstan,CountryKazakhstan,RegionAsia,High
Kaunas University of Technology,2019,751-800,,https://www.topuniversities.com/universities/kaunas-university-technology,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/kaunas-university-of-technology_1454_small.jpg,Public,Very High,11.0,656,M,719,http://www.wikidata.org/entity/Q625158,http://www.wikidata.org/entity/Q37,2019:751-800,CityKaunasLithuania,CountryLithuania,RegionEurope,VeryHigh
Kent State University,2019,751-800,,https://www.topuniversities.com/universities/kent-state-university,United States,Kent,North America,https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg,Public,Very High,19.0,"1,465",L,"1,252",http://www.wikidata.org/entity/Q1473615,http://www.wikidata.org/entity/Q30,2019:751-800,CityKentUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
London Metropolitan University,2019,751-800,,https://www.topuniversities.com/universities/london-metropolitan-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-metropolitan-university_358_small.jpg,Public,High,19.0,3.625,M,442,http://www.wikidata.org/entity/Q1869028,http://www.wikidata.org/entity/Q145,2019:751-800,CityLondonUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
London South Bank University,2019,751-800,,https://www.topuniversities.com/universities/london-south-bank-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-south-bank-university_592560cf2aeae70239af50e3_small.jpg,Public,High,16.0,4.521,L,814,http://www.wikidata.org/entity/Q289348,http://www.wikidata.org/entity/Q145,2019:751-800,CityLondonUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2019,751-800,,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india,India,Manipal,Asia,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg,Private,High,9.0,1.225,L,2.632,http://www.wikidata.org/entity/Q4095278,http://www.wikidata.org/entity/Q668,2019:751-800,CityManipalIndia,CountryIndia,RegionAsia,High
Middlesex University,2019,751-800,,https://www.topuniversities.com/universities/middlesex-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,Public,High,17.0,8.159,L,943,http://www.wikidata.org/entity/Q1760791,http://www.wikidata.org/entity/Q145,2019:751-800,CityLondonUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
Nagoya Institute of Technology (NIT),2019,751-800,,https://www.topuniversities.com/universities/nagoya-institute-technology-nit,Japan,Nagoya,Asia,https://www.topuniversities.com/sites/default/files/nagoya-institute-of-technology-nit_592560cf2aeae70239af4d85_small.jpg,Public,Very High,17.0,280,M,343,http://www.wikidata.org/entity/Q1149777,http://www.wikidata.org/entity/Q17,2019:751-800,CityNagoyaJapan,CountryJapan,RegionAsia,VeryHigh
Lviv Polytechnic National University,2019,751-800,,https://www.topuniversities.com/universities/lviv-polytechnic-national-university,Ukraine,,Europe,https://www.topuniversities.com/sites/default/files/lviv-polytechnic-national-university_592560cf2aeae70239af590f_small.jpg,Public,High,10.0,250,L,2.148,http://www.wikidata.org/entity/Q1817355,http://www.wikidata.org/entity/Q212,2019:751-800,CityUkraine,CountryUkraine,RegionEurope,High
New Jersey Institute of Technology (NJIT),2019,751-800,,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,United States,Newark,North America,https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,Public,Very High,14.0,2.874,M,629,http://www.wikidata.org/entity/Q3272013,http://www.wikidata.org/entity/Q30,2019:751-800,CityNewarkUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Oklahoma State University ,2019,751-800,,https://www.topuniversities.com/universities/oklahoma-state-university,United States,Stillwater,North America,https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_small.jpg,Public,High,14.0,1.617,L,1.484,http://www.wikidata.org/entity/Q749718,http://www.wikidata.org/entity/Q30,2019:751-800,CityStillwaterUnitedStates,CountryUnitedStates,RegionNorthAmerica,High
Paris Lodron University of Salzburg,2019,751-800,,https://www.topuniversities.com/universities/paris-lodron-university-salzburg,Austria,Salzburg ,Europe,https://www.topuniversities.com/sites/default/files/paris-lodron-university-of-salzburg_592560cf2aeae70239af51de_small.jpg,Public,High,22.0,5.073,L,588,http://www.wikidata.org/entity/Q27265,http://www.wikidata.org/entity/Q40,2019:751-800,CitySalzburgAustria,CountryAustria,RegionEurope,High
Pontificia Universidad Católica de Valparaíso,2019,751-800,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,Private,High,20.0,174,L,857,http://www.wikidata.org/entity/Q1284408,http://www.wikidata.org/entity/Q298,2019:751-800,CityValparaisoChile,CountryChile,RegionLatinAmerica,High
Riga Technical University,2019,751-800,,https://www.topuniversities.com/universities/riga-technical-university,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/riga-technical-university_592560cf2aeae70239af578f_small.jpg,Public,Very High,12.0,2.197,M,891,http://www.wikidata.org/entity/Q411895,http://www.wikidata.org/entity/Q211,2019:751-800,CityRigaLatvia,CountryLatvia,RegionEurope,VeryHigh
Slovak University of Technology in Bratislava,2019,751-800,,https://www.topuniversities.com/universities/slovak-university-technology-bratislava,Slovakia,Bratislava,Europe,https://www.topuniversities.com/sites/default/files/slovak-university-of-technology-in-bratislava_592560cf2aeae70239af567c_small.jpg,Public,Very High,10.0,375,L,1.255,http://www.wikidata.org/entity/Q1778355,http://www.wikidata.org/entity/Q214,2019:751-800,CityBratislavaSlovakia,CountrySlovakia,RegionEurope,VeryHigh
Sophia University ,2019,751-800,,https://www.topuniversities.com/universities/sophia-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/sophia-university-_592560cf2aeae70239af4e86_small.jpg,Private,High,13.0,1.786,L,1.071,http://www.wikidata.org/entity/Q1153094,http://www.wikidata.org/entity/Q17,2019:751-800,CityTokyoJapan,CountryJapan,RegionAsia,High
Sumy State University,2019,751-800,,https://www.topuniversities.com/universities/sumy-state-university,Ukraine,Sumy,Europe,https://www.topuniversities.com/sites/default/files/sumy-state-university_592560cf2aeae70239af57c7_small.jpg,Public,High,9.0,1.677,M,893,http://www.wikidata.org/entity/Q4446047,http://www.wikidata.org/entity/Q212,2019:751-800,CitySumyUkraine,CountryUkraine,RegionEurope,High
Tokyo University of Science,2019,751-800,,https://www.topuniversities.com/universities/tokyo-university-science,Japan,Kagurazaka,Asia,https://www.topuniversities.com/sites/default/files/tokyo-university-of-science_14169_small.jpg,Private,Very High,16.0,555,L,1.136,http://www.wikidata.org/entity/Q1069994,http://www.wikidata.org/entity/Q17,2019:751-800,CityKagurazakaJapan,CountryJapan,RegionAsia,VeryHigh
Universidad Autónoma Metropolitana (UAM),2019,751-800,,https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,Public,High,20.0,291,XL,2.828,http://www.wikidata.org/entity/Q972553,http://www.wikidata.org/entity/Q96,2019:751-800,CityMexicoCityMexico,CountryMexico,RegionLatinAmerica,High
Universidad Central de Venezuela,2019,751-800,,https://www.topuniversities.com/universities/universidad-central-de-venezuela,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,Public,Medium,8.0,,XL,5.176,http://www.wikidata.org/entity/Q936476,http://www.wikidata.org/entity/Q717,2019:751-800,CityCaracasVenezuela,CountryVenezuela,RegionLatinAmerica,Medium
Universidad de Guadalajara (UDG),2019,751-800,,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,Mexico,Guadalajara,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,Public,High,12.0,536,XL,11.703,http://www.wikidata.org/entity/Q164028,http://www.wikidata.org/entity/Q96,2019:751-800,CityGuadalajaraMexico,CountryMexico,RegionLatinAmerica,High
Universidad de las Américas Puebla (UDLAP),2019,751-800,,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,Mexico,Cholula,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,Private,Medium,10.0,429,M,600,http://www.wikidata.org/entity/Q1514597,http://www.wikidata.org/entity/Q96,2019:751-800,CityCholulaMexico,CountryMexico,RegionLatinAmerica,Medium
Universidad Nacional Costa Rica,2019,751-800,,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,Costa Rica,Heredia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,Public,Medium,14.0,418,L,"1,119",http://www.wikidata.org/entity/Q31867,http://www.wikidata.org/entity/Q800,2019:751-800,CityHerediaCostaRica,CountryCostaRica,RegionLatinAmerica,Medium
